ID,Name,Update Email,Phone,Address,City,State,Website,License ID,Source Link
1459,DubHub,Premiummeds916@gmail.com,916-917-0697,"Foothill Farms, California",Foothill Farms,CA,,,https://weedmaps.com/deliveries/dubhub-27
1460,greenrush,weedmaps3@greenrush.com,916-507-0035,"Citrus Heights, California",Citrus Heights,CA,www.greenrush.com,,https://weedmaps.com/deliveries/cannabis-express-29
1461,Higher Healing,HigherHealingorders3@gmail.com,916-978-1420,"Citrus Heights, California",Citrus Heights,CA,,,https://weedmaps.com/deliveries/higher-healing-11
1462,Exclusive Care,exclusivecare9164@gmail.com,916-990-7070,"Citrus Heights, California",Citrus Heights,CA,,,https://weedmaps.com/deliveries/exclusive-care-2
1463,Silverstreak Solutions,silverstreakdispatch5@gmail.com,916-741-7339,"Citrus Heights, California",Citrus Heights,CA,,,https://weedmaps.com/deliveries/silverstreak-solutions
1464,KUSHAGRAM,orders23@kushagram.com,949-750-2005,"Citrus Heights / Orangevale, California",Citrus Heights / Orangevale,CA,www.kushagram.com,,https://weedmaps.com/deliveries/kushagram-citrus-heights-orangevale
1465,Ganjarunner,contact26@ganjarunner.com,256-285-8605,"North Highlands, California",North Highlands,CA,www.ganjarunner.com,,https://weedmaps.com/deliveries/ganjarunner-3102
1466,Pot Kings,potkings9164@gmail.com,916-472-4194,"Sacramento, California",Sacramento,CA,,,https://weedmaps.com/deliveries/potkings
1467,Sacramento CDS,info3@sac-cds.com,916-616-2305,"Citrus Heights, California",Citrus Heights,CA,www.sac-cds.com,,https://weedmaps.com/deliveries/sacramento-cds-4
1468,Urban Flavours Delivery - Citrus Heights,urbanflavoursordering6@gmail.com,855-232-7229,"Citrus Heights, California",Citrus Heights,CA,,,https://weedmaps.com/deliveries/urban-flavours-delivery
1469,Amuse Cannabis Delivery [Cupertino/Campbell],help12@amuse.com,424-403-1847,"Cupertino, California",Cupertino,CA,www.amuse.com,,https://weedmaps.com/deliveries/amuse-cannabis-delivery-cupertino-campbell
1470,Hidden Treasure,hiddentreasuredelivery.ca1@gmail.com,916-514-3010,"Sacramento, California",Sacramento,CA,,,https://weedmaps.com/deliveries/hidden-treasure-5
1471,Fresh Mint,exclusiveessentialz012@gmail.com,916-823-3305,"Citrus Heights, California",Citrus Heights,CA,,,https://weedmaps.com/deliveries/fresh-mint-4
1472,Sacramento Confidential Delivery,scdprop2151@gmail.com,916-520-4512,"Sacramento, California",Sacramento,CA,,,https://weedmaps.com/deliveries/sacramento-confidential-delivery
1473,The Re-Up,TheCannabisReUp7@gmail.com,916-891-7646,"Citrus Heights, California",Citrus Heights,CA,,,https://weedmaps.com/deliveries/the-re-up-citrus-heights-orangevale
1474,NORCANNA INC,Norcanna3@gmail.com,916-671-3446,"Sacramento, California",Sacramento,CA,,,https://weedmaps.com/deliveries/norcanna-3
1475,Budee,contact66@budee.org,925-684-6774,"Citrus Heights, California",Citrus Heights,CA,www.budee.org,,https://weedmaps.com/deliveries/budee-stockton
1476,DubHub,theDubhub91613@gmail.com,916-968-3764,"North Highlands, California",North Highlands,CA,,,https://weedmaps.com/deliveries/premium-meds-2-2
1477,The Sanctuary Delivery,thesanctuary.delivery1@gmail.com,916-254-3287,"Citrus Heights, California",Citrus Heights,CA,,,https://weedmaps.com/deliveries/the-sanctuary-delivery-5
1478,Budcars,hello12@budcars.com,916-306-0420,"Sacramento, California",Sacramento,CA,www.budcars.com,,https://weedmaps.com/deliveries/budcars
1479,Higher Healing,HigherHealingorders4@gmail.com,916-978-1420,"Sacramento, California",Sacramento,CA,,,https://weedmaps.com/deliveries/higher-healing-13
1480,Budcars,hello13@budcars.com,916-306-0420,"Sacramento, California",Sacramento,CA,www.budcars.com,,https://weedmaps.com/deliveries/budcars-7
1481,Cannazon,topshelftogo2@gmail.com,916-800-5533,"Citrus Heights, California",Citrus Heights,CA,,,https://weedmaps.com/deliveries/cannazon-1
1482,Calaveras Little Trees - Delivery,delivery2@littletreeswellness.com,209-890-3647,"Sonora, California",Sonora,CA,www.littletreeswellness.com,,https://weedmaps.com/deliveries/little-trees-wellness-collective
1483,Earth Natural Remedy - Sonora,earthsnaturalremedyoak@gmail.com,209-768-7284,"Sonora, California",Sonora,CA,,,https://weedmaps.com/deliveries/earth-natural-remedy-oakhurst-1
1484,Empire Health & Wellness,empireoakdale2@gmail.com,209-620-0172,"Sonora, California",Sonora,CA,,,https://weedmaps.com/deliveries/empire-tuolumne
1485,Empire Health & Wellness,empireoakdale3@gmail.com,209-620-0172,"Oakdale, California",Oakdale,CA,,,https://weedmaps.com/deliveries/safe-access-2-2
1486,SoCAL Green Meds - Oakdale /Riverbank,info20@socalgreenmeds.com,209-949-1711,"Oakdale, California",Oakdale,CA,www.socalgreenmeds.com,,https://weedmaps.com/deliveries/socal-green-meds-oakdale-riverbank
1487,Green Frog Delivery,greenfrogstockton2@gmail.com,209-237-0551,"Oakdale, California",Oakdale,CA,,,https://weedmaps.com/deliveries/green-frog-delivery-14
1488,Empire Health & Wellness,empireoakdale4@gmail.com,209-620-0172,"Riverbank, California",Riverbank,CA,,,https://weedmaps.com/deliveries/safe-access-3
1489,Modesto Cannabis Delivery,Modestocannabis1@gmail.com,209-488-4172,"Riverbank, California",Riverbank,CA,,,https://weedmaps.com/deliveries/riverbank-cannabis-delivery
1490,Empire Health & Wellness,empireoakdale5@gmail.com,209-620-0172,"Riverbank, California",Riverbank,CA,,,https://weedmaps.com/deliveries/supply-co-2-6
1491,Urban Flavours Delivery - Stockton,urbanflavoursordering7@gmail.com,855-232-7229,"Stockton, California",Stockton,CA,,,https://weedmaps.com/deliveries/urban-flavours-delivery-stockton
1492,Cali Kosher Delivery - Stockton,empiredelivery7101@gmail.com,209-589-6475,"Stockton, California",Stockton,CA,,,https://weedmaps.com/deliveries/supply-co
1493,Humble Root,orders5@humbleroot.com,916-793-5182,"Stockton, California",Stockton,CA,www.humbleroot.com,,https://weedmaps.com/deliveries/humble-root-2-3
1494,Budee,contact67@budee.org,925-684-6774,"Stockton, California",Stockton,CA,www.budee.org,,https://weedmaps.com/deliveries/budee-2-37
1495,Green Frog Delivery,greenfrogstockton3@gmail.com,209-237-0551,"Modesto, California",Modesto,CA,,,https://weedmaps.com/deliveries/green-frog-delivery-6
1496,Ganjarunner,contact27@ganjarunner.com,256-285-8605,"Stockton, California",Stockton,CA,www.ganjarunner.com,,https://weedmaps.com/deliveries/ganjarunner-3141
1497,The Re-Up,TheCannabisReUp8@gmail.com,916-891-7646,"Modesto, California",Modesto,CA,,,https://weedmaps.com/deliveries/the-re-up-17
1498,Cali Kosher Delivery - Modesto,empiredelivery7102@gmail.com,209-589-6475,"Modesto, California",Modesto,CA,,,https://weedmaps.com/deliveries/safe-access
1499,HAZE - All Taxes Included,Info3@hazerio.com,707-920-3860,"Stockton, California",Stockton,CA,www.hazerio.com,,https://weedmaps.com/deliveries/haze-all-taxes-included
1500,Tahoe Wellness Center,info@tahoewellness.com,530-544-8000,"South Lake Tahoe, California",South Lake Tahoe,CA,www.tahoewellness.com,,https://weedmaps.com/deliveries/tahoe-wellness-center
1501,Embarc Tahoe,Info@goembarc.com,530-600-3040,"Lake Tahoe, California",Lake Tahoe,CA,www.goembarc.com,,https://weedmaps.com/deliveries/embarc-tahoe
1502,Ganjarunner,contact28@ganjarunner.com,256-285-8605,"Stockton, California",Stockton,CA,www.ganjarunner.com,,https://weedmaps.com/deliveries/ganjarunner-3119
1503,Urban Flavours Delivery -Salida,urbanflavoursordering8@gmail.com,855-232-7229,"Modesto, California",Modesto,CA,,,https://weedmaps.com/deliveries/urban-flavours-delivery-modesto
1504,Three Trees - Modesto,frontdesk1@threetreesdelivery.com,925-258-2470,"Modesto, California",Modesto,CA,www.threetreesdelivery.com,,https://weedmaps.com/deliveries/three-trees-modesto
1505,SoCAL Green Meds - Stockton,info21@socalgreenmeds.com,209-949-1711,"Stockton, California",Stockton,CA,www.socalgreenmeds.com,,https://weedmaps.com/deliveries/ziggys-delivers
1506,SoCAL Green Meds - Modesto,info22@socalgreenmeds.com,209-949-1711,"Modesto, California",Modesto,CA,www.socalgreenmeds.com,,https://weedmaps.com/deliveries/socal-green-meds-47
1507,Cali Xpress,99oz20@calixpress.org,415-295-6999,"Stockton, California",Stockton,CA,www.calixpress.org,,https://weedmaps.com/deliveries/cali-xpress-9031
1508,One Plant Delivery - Modesto,delivery3@oneplant.life,209-507-4767,"Modesto, California",Modesto,CA,www.oneplant.life,,https://weedmaps.com/deliveries/one-plant-delivery-modesto
1509,Smoke On The Water,smokeonthewater1432@gmail.com,209-715-3458,"Stockton, California",Stockton,CA,,,https://weedmaps.com/deliveries/smoke-on-the-water-sotw
1510,Primetiming Cannabis Delivery (ALL TAXES INCLUDED),420calideals8@gmail.com,916-467-9131,"Stockton, California",Stockton,CA,,,https://weedmaps.com/deliveries/primetiming-cannabis-delivery-23
1511,Luv Delivery - Modesto,831customerservice@gmail.com,888-575-1323,"Modesto, California",Modesto,CA,,,https://weedmaps.com/deliveries/irie-clouds-holistics-2
1512,Smoakland - Stockton,register6@smoakland.com,209-395-1966,"Stockton, California",Stockton,CA,www.smoakland.com,,https://weedmaps.com/deliveries/smoakland-stockton
1513,Royal Greens,info4@royalgreens.shop,510-491-0899,"Stockton, California",Stockton,CA,www.royalgreens.shop,,https://weedmaps.com/deliveries/royal-greens-21
1514,Indo House,Indohouse9164@gmail.com,916-500-8432,"Stockton, California",Stockton,CA,,,https://weedmaps.com/deliveries/indo-house-6
1515,Fresh Mint- Stockton,freshmintmd3@gmail.com,510-692-5365,"Stockton, California",Stockton,CA,,,https://weedmaps.com/deliveries/fresh-mint-stockton
1516,Budee,contact68@budee.org,925-684-6774,"Ripon, California",Ripon,CA,www.budee.org,,https://weedmaps.com/deliveries/budee-2-5
1517,Urban Flavours Delivery - Modesto,urbanflavoursordering9@gmail.com,855-232-7229,"Modesto, California",Modesto,CA,,,https://weedmaps.com/deliveries/urban-flavours-delivery-1
1518,Curing Hands,curinghands172@gmail.com,916-261-5224,"stockton, California",stockton,CA,,,https://weedmaps.com/deliveries/curing-hands-6
1519,TOP SHELF EXPRESS,topshelfhomedelivery3@gmail.com,408-703-4420,"Stockton, California",Stockton,CA,,,https://weedmaps.com/deliveries/top-shelf-express-14542625
1520,Budee,contact69@budee.org,925-684-6774,"Modesto, California",Modesto,CA,www.budee.org,,https://weedmaps.com/deliveries/budee-11
1521,Exclusive Care,exclusivecare9165@gmail.com,916-990-7070,"Stockton, California",Stockton,CA,,,https://weedmaps.com/deliveries/exclusive-care-17
1522,Smoakland - Modesto,register7@smoakland.com,209-395-1966,"Modesto, California",Modesto,CA,www.smoakland.com,,https://weedmaps.com/deliveries/smoakland-modesto
1523,The Good Leaf LLC,customerservice1@shopthegoodleaf.com,209-685-5500,"Stockton, California",Stockton,CA,www.shopthegoodleaf.com,,https://weedmaps.com/deliveries/the-good-leaf-llc
1524,Hempire Inc,hempinc209@gmail.com,510-877-3515,"Stockton, California",Stockton,CA,,,https://weedmaps.com/deliveries/hempire-inc
1525,Ganjarunner,contact29@ganjarunner.com,256-285-8605,"Stockton, California",Stockton,CA,www.ganjarunner.com,,https://weedmaps.com/deliveries/ganjarunner-36
1526,TREE RELIEF - Stockton,TREERELIEF9163@GMAIL.COM,888-868-5006,"Stockton, California",Stockton,CA,,,https://weedmaps.com/deliveries/tree-relief-delivery-6
1527,Juva Delivery - Manteca,support.stk@shopjuva.com,209-800-5882,"Manteca, California",Manteca,CA,www.shopjuva.com,,https://weedmaps.com/deliveries/juva-delivery-manteca
1528,Three Trees - Manteca,frontdesk2@threetreesdelivery.com,925-258-2641,"Manteca, California",Manteca,CA,www.threetreesdelivery.com,,https://weedmaps.com/deliveries/three-trees-manteca
1529,High Times Delivery,delivery16@hightimes.com,909-487-2198,"Manteca, California",Manteca,CA,www.hightimes.com,,https://weedmaps.com/deliveries/high-times-delivery-manteca
1530,Budee,contact70@budee.org,925-684-6774,"Stockton, California",Stockton,CA,www.budee.org,,https://weedmaps.com/deliveries/budee-2-10
1531,SilverStreak Solutions,silverstreakdispatch6@gmail.com,916-741-7339,"Stockton, California",Stockton,CA,,,https://weedmaps.com/deliveries/silverstreak-solutions-oroville
1532,Luv Delivery - Stockton,support3@lyfted.co,888-575-1323,"Stockton, California",Stockton,CA,www.lyfted.co,,https://weedmaps.com/deliveries/irie-clouds-holistics-2-3
1533,Modesto Cannabis Delivery,ModestoCannabisCollective@gmail.com,209-488-4172,"Modesto, California",Modesto,CA,,,https://weedmaps.com/deliveries/modesto-cannabis-collective
1534,WEEDCo Delivery,weedcowm1@gmail.com,855-493-3326,"Auburn, California",Auburn,CA,,,https://weedmaps.com/deliveries/weedco-delivery-2
1535,Goldy's (Previously known as Gitmos),info@goldysdelivers.com,530-268-5388,"Auburn, California",Auburn,CA,www.goldysdelivers.com,,https://weedmaps.com/deliveries/gitmos-discreet-delivery
1536,DubHub,thedubhub91614@gmail.com,916-285-5079,"Auburn, California",Auburn,CA,,,https://weedmaps.com/deliveries/dubhub-62
1537,The Re-Up Auburn,TheCannabisReUp9@gmail.com,916-891-7646,"Sacramento, California",Sacramento,CA,,,https://weedmaps.com/deliveries/the-re-up-auburn
1538,Primetiming Cannabis Delivery (ALL TAXES INCLUDED),420calideals9@gmail.com,916-407-1129,"Meadow Vista, California",Meadow Vista,CA,,,https://weedmaps.com/deliveries/primetiming-cannabis-delivery-10
1539,Primetiming Cannabis Delivery (ALL TAXES INCLUDED),420calideals10@gmail.com,916-467-9131,"Auburn, California",Auburn,CA,,,https://weedmaps.com/deliveries/primetiming-cannabis-delivery-17
1540,Rapid Relief Delivery,INFO1@tpccbiz.com,855-232-7229,"Auburn, California",Auburn,CA,www.tpccbiz.com,,https://weedmaps.com/deliveries/rapid-relief-delivery-6
1541,Budee,contact71@budee.org,925-684-6774,"Auburn, California",Auburn,CA,www.budee.org,,https://weedmaps.com/deliveries/budee-34daacdd-8e94-4338-8210-9cfea1869575
1542,The Sanctuary Delivery,thesanctuary.delivery2@gmail.com,916-254-3287,"Auburn, California",Auburn,CA,,,https://weedmaps.com/deliveries/the-sanctuary-delivery-8
1543,Primetiming Cannabis Delivery (ALL TAXES INCLUDED),420calideals11@gmail.com,916-467-9131,"Cool, California",Cool,CA,,,https://weedmaps.com/deliveries/primetiming-cannabis-delivery-16
1544,NorCal Holistics,order@norcalholistics.org,916-993-5361,"Auburn, California",Auburn,CA,www.norcalholistics.org,,https://weedmaps.com/deliveries/norcal-holistics-2
1545,Ganjarunner,contact30@ganjarunner.com,201-649-7713,"Los Angeles, California",Los Angeles,CA,www.ganjarunner.com,,https://weedmaps.com/deliveries/ganjarunner-21
1546,The Re-Up,TheCannabisReUp10@gmail.com,916-891-7646,"Foresthill, California",Foresthill,CA,,,https://weedmaps.com/deliveries/the-re-up-6
1547,Ganjarunner,contact31@ganjarunner.com,201-649-7713,"Pasadena, California",Pasadena,CA,www.ganjarunner.com,,https://weedmaps.com/deliveries/ganjarunner-2-4
1548,Indo House,INDOHOUSE916@GMAIL.CO,916-597-3442,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/indo-house-3
1549,High Times Delivery,delivery17@hightimes.com,909-487-2198,"Roseville, California",Roseville,CA,www.hightimes.com,,https://weedmaps.com/deliveries/high-times-roseville-1
1550,The Sanctuary Delivery,thesanctuary.delivery3@gmail.com,916-254-3287,"Granite Bay, California",Granite Bay,CA,,,https://weedmaps.com/deliveries/the-sanctuary-delivery
1551,DubHub,thedubhub91615@gmail.com,916-917-0697,"Rocklin, California",Rocklin,CA,,,https://weedmaps.com/deliveries/dubhub-32
1552,Off The Ridge,orders2@offtheridgeca.com,530-420-7312,"Folsom / Granite Bay, California",Folsom / Granite Bay,CA,www.offtheridgeca.com,,https://weedmaps.com/deliveries/off-the-ridge-3
1553,Ganjarunner,contact32@ganjarunner.com,256-285-8605,"Rocklin, California",Rocklin,CA,www.ganjarunner.com,,https://weedmaps.com/deliveries/ganjarunner-3096
1554,The Re-Up,TheCannabisReUp11@gmail.com,916-891-7646,"Grass Valley, California",Grass Valley,CA,,,https://weedmaps.com/deliveries/the-re-up-7
1555,DubHub,thedubhub91616@gmail.com,916-917-0697,"Rocklin, California",Rocklin,CA,,,https://weedmaps.com/deliveries/dubhub-33
1556,Budee,contact72@budee.org,925-684-6774,"Rocklin, California",Rocklin,CA,www.budee.org,,https://weedmaps.com/deliveries/budee-4
1557,Sacramento Confidential Delivery,scdweedmaps@gmail.com,916-520-4512,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/sacramento-confidential-delivery-2
1558,DubHub,thedubhub91617@gmail.com,916-917-0697,"Granite Bay, California",Granite Bay,CA,,,https://weedmaps.com/deliveries/dubhub-23
1559,Primetiming Cannabis Delivery (ALL TAXES INCLUDED),420calideals12@gmail.com,916-467-9131,"Sheridan, California",Sheridan,CA,,,https://weedmaps.com/deliveries/primetiming-cannabis-delivery-18
1560,INFINITE DELIVERY,infinitedeliveryca2@gmail.com,916-265-4011,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/infinite-delivery-3
1561,Kush Rush,orders4@kushrush.com,916-420-3137,"Roseville, California",Roseville,CA,www.kushrush.com,,https://weedmaps.com/deliveries/kush-rush-7
1562,Smoakland - Roseville,register8@smoakland.com,916-623-1616,"Roseville, California",Roseville,CA,www.smoakland.com,,https://weedmaps.com/deliveries/smoakland-roseville
1563,Canna-Couriers,order4@cannacouriersdelivery.com,916-625-6734,"Roseville, California",Roseville,CA,www.cannacouriersdelivery.com,,https://weedmaps.com/deliveries/canna-couriers-6
1564,DubHub,thedubhub91618@gmail.com,916-968-3764,"Roseville/Rocklin, California",Roseville/Rocklin,CA,,,https://weedmaps.com/deliveries/premium-meds-2-11
1565,Silverstreak Solutions,silverstreakdispatch7@gmail.com,916-741-7339,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/silverstreak-solutions-3
1566,Primetiming Cannabis Delivery (ALL TAXES INCLUDED),420calideals13@gmail.com,916-467-9131,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/cali-cannabliss-health-wellness
1567,Fleet Flower,fleetflower9164@gmail.com,916-698-0013,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/fleet-flower-3
1568,DubHub,thedubhub91619@gmail.com,916-917-0697,"Granite Bay, California",Granite Bay,CA,,,https://weedmaps.com/deliveries/dubhub-24
1569,NORCANNA INC,Norcanna4@gmail.com,916-671-3446,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/norcanna-2
1570,Conscious Mindz,ConsciousMindz1@yahoo.com,916-276-2248,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/conscious-mindz-8
1571,High Times Delivery,delivery18@hightimes.com,909-487-2198,"Roseville, California",Roseville,CA,www.hightimes.com,,https://weedmaps.com/deliveries/high-times-roseville
1572,Humble Root,orders6@humbleroot.com,916-793-5182,"Roseville, California",Roseville,CA,www.humbleroot.com,,https://weedmaps.com/deliveries/humble-root-2-4
1573,Exclusive Care,exclusivecare9166@gmail.com,916-850-9607,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/exclusive-care-4
1574,Green Frog Delivery,paul2@greenfrogdelivery.com,440-420-5073,"Roseville, California",Roseville,CA,www.greenfrogdelivery.com,,https://weedmaps.com/deliveries/green-frog-2
1575,Jay Goods Delivery,orders.jaygoodsdelivery3@gmail.com,279-600-4368,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/jay-goods-delivery-6
1576,Sacramento CDS,info4@sac-cds.com,916-616-2305,"Roseville, California",Roseville,CA,www.sac-cds.com,,https://weedmaps.com/deliveries/sacramento-cds-2
1577,Higher Healing,HigherHealingorders5@gmail.com,916-978-1420,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/higher-healing-14
1578,Budee,contact73@budee.org,925-684-6774,"Roseville/Rocklin, California",Roseville/Rocklin,CA,www.budee.org,,https://weedmaps.com/deliveries/budee-310
1579,greenrush,weedmaps4@greenrush.com,916-435-6095,"Roseville, California",Roseville,CA,www.greenrush.com,,https://weedmaps.com/deliveries/greenrush-72
1580,Fresh Mint- Roseville Rocklin,exclusiveessentialz013@gmail.com,916-823-3305,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/fresh-mint-2
1581,KOLAS,kolas1014@kolas.com,916-465-6527,"Roseville, California",Roseville,CA,www.kolas.com,,https://weedmaps.com/deliveries/kolas-delivery
1582,Fire Farms,Fire_Farms4@aol.com,916-430-8500,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/fire-farms-6
1583,KUSHAGRAM Roseville,orders24@kushagram.com,949-750-2005,"Roseville, California",Roseville,CA,www.kushagram.com,,https://weedmaps.com/deliveries/kushagram-roseville
1584,GoTreez - Roseville,gotreezdelivery5@gmail.com,888-601-8011,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/gotreez-davis
1585,Cannazon,topshelftogo3@gmail.com,916-800-5533,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/cannazon-2
1586,Rapid Relief Delivery,INFO2@tpccbiz.com,855-232-7229,"Roseville, California",Roseville,CA,www.tpccbiz.com,,https://weedmaps.com/deliveries/rapid-relief-delivery-2
1587,Ohana Gardens,Info4@ohanagardens.org,916-354-9646,"Roseville, California",Roseville,CA,www.ohanagardens.org,,https://weedmaps.com/deliveries/ohana-gardens
1588,The Sanctuary Delivery,thesanctuary.delivery4@gmail.com,916-254-3287,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/the-sanctuary-delivery-4
1589,DubHub,theDubhub91620@gmail.com,916-917-0697,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/dubhub-34
1590,Alpaca Club,info4@alpaca.suppl,916-999-4420,"Roseville, California",Roseville,CA,www.alpaca.suppl,,https://weedmaps.com/deliveries/alpaca-club-roseville
1591,DubHub,thedubhub91621@gmail.com,916-968-3764,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/dubhub-30
1592,Trees Of Knowledge,info5@treesofknowledge.net,916-494-8424,"Roseville, California",Roseville,CA,www.treesofknowledge.net,,https://weedmaps.com/deliveries/tree-of-knowledge-3
1593,Pot Kings,potkings9165@gmail.com,916-472-4194,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/potkings-5
1594,WEEDCo Delivery,weedcowm2@gmail.com,855-493-3326,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/weedco-delivery-5
1595,Jay Goods Delivery,orders.jaygoodsdelivery4@gmail.com,279-600-4368,"Citrus Heights, California",Citrus Heights,CA,,,https://weedmaps.com/deliveries/jay-goods-delivery-8
1596,TREE RELIEF - Roseville,TREERELIEF9164@GMAIL.COM,888-868-5006,"Rocklin, California",Rocklin,CA,,,https://weedmaps.com/deliveries/tree-relief-delivery
1597,NorCal Holistics,orders4@norcalholistics.org,916-993-5361,"Roseville, California",Roseville,CA,www.norcalholistics.org,,https://weedmaps.com/deliveries/norcal-holistic-s
1598,Ganjarunner,contact33@ganjarunner.com,256-285-8605,"Venice, California",Venice,CA,www.ganjarunner.com,,https://weedmaps.com/deliveries/ganjarunner-47
1599,The Re-Up,TheCannabisReUp12@gmail.com,916-891-7646,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/the-re-up-5
1600,DubHub,thedubhub91622@gmail.com,916-968-9412,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/dubhub-7
1601,Primetiming Cannabis Delivery (ALL TAXES INCLUDED),420calideals14@gmail.com,916-467-9131,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/primetiming-cannabis-delivery-26
1602,Canna-Car,info@canna-car.com,916-605-0909,"Roseville, California",Roseville,CA,www.canna-car.com,,https://weedmaps.com/deliveries/canna-car-1
1603,Fiori Delivery,contact4@fioridelivery.com,916-827-9797,"Roseville, California",Roseville,CA,www.fioridelivery.com,,https://weedmaps.com/deliveries/fiori-delivery
1604,Primetiming Cannabis Delivery (ALL TAXES INCLUDED),420calideals15@gmail.com,916-467-9131,"Citrus Heights, California",Citrus Heights,CA,,,https://weedmaps.com/deliveries/primetiming-cannabis-delivery-19
1605,DubHub,thedubhub91623@gmail.com,916-917-0697,"Roseville, California",Roseville,CA,,,https://weedmaps.com/deliveries/dubhub-31
1606,TREE RELIEF - Citrus Heights,TREERELIEF9165@GMAIL.COM,888-868-5006,"Citrus Heights, California",Citrus Heights,CA,,,https://weedmaps.com/deliveries/tree-relief-delivery-3
1607,Lucky Box Club,Eliza@luckyboxclub.com,916-793-1757,"Citrus Heights / Orangevale, California",Citrus Heights / Orangevale,CA,www.luckyboxclub.com,,https://weedmaps.com/deliveries/lucky-box-club-4
1608,Down To Deliver [Excise Tax Included],downtodeliver3@gmail.com,916-345-4432,"Citrus Heights, California",Citrus Heights,CA,,,https://weedmaps.com/deliveries/down-to-deliver-5
1609,CAM Delivery - Citrus Heights,info2@camdispensary.com,916-347-7773,"Citrus Heights, California",Citrus Heights,CA,www.camdispensary.com,,https://weedmaps.com/deliveries/cam-delivery-citrus-heights
1610,DubHub,thedubhub91624@gmail.com,916-917-0697,"Citrus Heights, California",Citrus Heights,CA,,,https://weedmaps.com/deliveries/dubhub-25
1611,Fire Farms,Fire_Farms5@aol.com,916-430-8500,"Citrus Heights, California",Citrus Heights,CA,,,https://weedmaps.com/deliveries/fire-farms-co-op
1612,World Class Cannabis,order5@worldclasscannabisdelivery.com,949-554-4233,"Azusa, California",Azusa,CA,www.worldclasscannabisdelivery.com,,https://weedmaps.com/deliveries/world-class-cannabis-azusa
1613,Cali Xpress,99oz21@calixpress.org,415-295-6999,"Glendora, California",Glendora,CA,www.calixpress.org,,https://weedmaps.com/deliveries/cali-xpress-9028
1614,Calevate Wholesale Club,Hello8@Calevate.com,626-696-6262,"San Dimas, California",San Dimas,CA,www.Calevate.com,,https://weedmaps.com/deliveries/calevate-wholesale-club-8
1615,World Class Cannabis,order6@worldclasscannabisdelivery.com,949-554-4233,"Covina, California",Covina,CA,www.worldclasscannabisdelivery.com,,https://weedmaps.com/deliveries/world-class-cannabis-covina
1616,GRASSDOOR,support23@grassdoor.com,747-666-8495,"San Dimas / La Verne, California",San Dimas / La Verne,CA,www.grassdoor.com,,https://weedmaps.com/deliveries/grassdoor-119
1617,SoCAL Green Meds - San Dimas/ La Verne,info23@socalgreenmeds.com,760-657-6225,"San Dimas, California",San Dimas,CA,www.socalgreenmeds.com,,https://weedmaps.com/deliveries/socal-green-meds-san-dimas-la-verne
1618,Good Tree,support16@goodtreedelivery.com,562-315-8955,"San Dimas / La Verne, California",San Dimas / La Verne,CA,www.goodtreedelivery.com,,https://weedmaps.com/deliveries/good-tree-153
1619,Cali Xpress,99oz22@calixpress.org,415-295-6999,"San Dimas, California",San Dimas,CA,www.calixpress.org,,https://weedmaps.com/deliveries/cali-xpress-9002
1620,Honor Roll Delivery,honorrolldeliveryorders7@gmail.com,626-888-8098,"San Dimas, California",San Dimas,CA,,,https://weedmaps.com/deliveries/the-honor-roll-collective-2-4
1621,Hyperwolf - San Dimas 2.0,order31@hyperwolf.com,949-594-4569,"San Dimas, California",San Dimas,CA,www.hyperwolf.com,,https://weedmaps.com/deliveries/hyperwolf-san-dimas-2-0
1622,J's Delivery,jshappydelivery@outlook.com,626-665-1448,"La Verne, California",La Verne,CA,www.outlook.com,,https://weedmaps.com/deliveries/j-s-delivery-5
1623,Hyperwolf - San Dimas / La Verne,order32@Hyperwolf.com,949-594-4569,"San Dimas / La Verne, California",San Dimas / La Verne,CA,www.Hyperwolf.com,,https://weedmaps.com/deliveries/hyperwolf-san-dimas-la-verne
